text,label
但其實也是在相處沒多久後就開始有一些曖昧的舉動,1
會隱約讓讀者感受到兩人的有種情愫正在產生,0
而知道阿綸要等小咪時，雖然不捨，但也是默默離開去療傷,1
不會用直白說出你是我的這種直球對決,1
也不會初次見面就罵人雞雞爛掉,1
也因此，看過原作的書迷大致知道兩人的發展,0
所以對於Pinky愛上阿綸這件事，可能不太意外,1
但對於沒看過的人，以電影的篇幅跟改編來看，可能會覺得有點突兀,0
但個人覺得算是符合電影中人設的安排,0
畢竟她就是愛上了就為愛付出一切的個性,1
所以儘管如此，並不影響後續的觀影體驗,0
Pinky帶著阿綸生命的紅線狂奔時，一樣非常感人,1
跟阿魯還有其他月老的互動都很討喜,0
鬼頭成的改編,0
據說是經費不足，才把原作小說裡的地震改編,1
另外安排一個小咪必定會死的原因,1
再帶出阿綸那條命定跨越生死的紅線,1
個人覺得鬼頭成跟阿綸間皆有傳達出一念成佛，一念成魔的概念,0
阿綸一心要為小咪報仇,1
但一瞬間想起當初被鬼頭成所拯救，所以放下了,1
若他不放下，最終鬼頭成也沒法放下，可能殺了小咪,1
就算成功殺了鬼頭成，阿綸可能也再也沒有心力拉出紅線救小咪,1
另一方面，鬼頭成原本一心復仇,1
最後因著阿綸，想起了曾經的快樂、還有一絲良善，而真正的放下,1
世界免於毀滅，自己跟曾經所愛之人也能不再痛苦。,1
個人覺得鬼頭成的改編，算是要出電影院後慢慢回味才能感受到這個角色的厚度跟背後傳達的理念,0
演員的演技沒話說,0
但如果多刻畫一些鬼頭成生前與夥伴們的羈絆多深,1
接著敘述他的愛與恨有多深,0
或許能把電影想說的東西第一時間更精準傳達給觀眾,0
磕頭那段的尷尬感會降低許多。,1
阿綸跟小咪 ,0
就...類似那些年的套路XD,0
中二但瘋狂追求的男主角,1
態度曖昧不明的女主角,1
早就可看到阿綸跟一眾鬼魂、也願意之後跟阿綸人鬼戀、跟阿魯的互動等等,1
大致都沿著小說主線發展，中二純真的很可愛。,0
但也是因著這份純真，當知道他們沒被月老祝福時，也更令人覺得心痛與不捨,1
尤其是片尾他們的前世,0
看著應該是一起過世的老夫老妻，說我下輩子還要找到你,1
看到兩人為了愛情付出這麼多努力，卻沒能有好結果,1
然而這也跟本片的主題相呼應,0
有努力有機（例如阿綸終究追到小咪、Pinky轉世後得以跟阿綸有一世的緣分）,1
但宿命注定時，有時就是必須接受，然後放下,0
（原著小說略謂：再多努力，也比不上一本X你娘的姻緣簿）。,0
男主前世找了柯震東爸爸算是小彩蛋，有驚喜到。,1
總結來說，個人覺得算是不錯的改編,0
想傳達給觀眾的東西有點多，確實需要一些時間消化,0
礙於篇幅也有傳達不夠精準的地方,0
也有一些要看過小說才能體會更深的地方,0
（例如昌憲擋刀對應到書裡是男主擋子彈,1
如果稍微交代一下，或許最後的配對會讓人覺得更合理也更命定）。,0
不過大體而言，觀影體驗還是很棒,0
感人搞笑驚悚的片段都有達到效果,0
個人覺得血腥畫面可以少一點,0
例如小孩子咬蛤蜊到滿嘴血好像有點過了,1
也有很多演員選角有巧思,0
（如柯爸、偉哥頑皮鬼、輪胎女菜刀男、立昂演的學長、昌憲獸醫）,1
以一個書迷的角度來看，算是改編的合理，也好看的一部作品,0
2003年，移民美國五年的莉莉抱病帶著兩個女兒芳儀、芳安從洛杉磯回到台灣，與聚少離多的丈夫宗輝團聚。,0
一心渴望返美的芳儀與母親莉莉衝突不斷,0
導致家庭成員之間關係緊張,0
並隨著SARS疫情的爆發來到高峰。,0
雖說目前正值疫情，大家對防疫、量體溫、隔離與快篩等字眼並不陌生,0
但故事背景設定的SARS期間，對所有經歷過那段時期的台灣人來說，仍舊是一段不願回首的過去。,0
在那個5566是少女殺手的年代，MSN、撥接與無名小站是生活的樣貌,0
不論是剛流行還是已流行一陣子，對剛從美國回來的芳儀來說都很新鮮。,0
隔著MSN的對話框，她多麼想要把在台灣受到的委屈一股腦地對好友Jessie訴說,1
但打出的文字最後又在一下一下的delete鍵敲擊後被吞噬,1
這是那個年代將想說的話「收回」的方式。,0
癌症長在莉莉身上，但痛卻在全家人心上。,0
她並沒有想要對家人情緒勒索,1
但癌症帶來的擔憂與恐懼啃蝕著莉莉,1
她擔心自己若真的離開，小女兒每天都得吃最討厭的番茄醬,1
大女兒再也回不去最愛的美國,1
所以莉莉只好在自己有限的時間內，盡力做到最好,0
只是這個「最好」可能不是家人所想要的。,1
我們常說要維持「身心靈健康」,0
疾病痛在身上，但其影響的心靈層面會將低氣壓帶至整個家庭。,0
從芳儀與朋友的對話「至少妳媽媽沒有生病」能夠看出，她也不希望莉莉生病,1
更害怕媽媽死去,1
但芳儀不喜歡莉莉每天以死相逼。,1
由於媽媽沒有「好好活著」，讓她本來就已經如此艱難的中學生活更加雪上加霜,1
對莉莉自然就只有怨懟，沒有體諒。,1
對芳儀來說，等在真正的「家」──LA的是好友Jessie那匹代表著自由奔放的馬「水花」。,1
導演對水花的想念甚至擴展到電影本身,0
她將公司以牠命名，也象徵著夢想的實踐。,0
芳儀單純地以為「回台灣」只是暫時的,1
暑假就能再與Jessie、水花見面,1
牆上貼滿馬的圖畫與照片，還有最珍惜的馬蹄鐵，都是她對美國的想望。,1
但當芳儀與媽媽的衝突越演越烈,1
馬蹄鐵擲地甚至損壞,1
她的美國夢也跟著徹底粉碎,1
因而在深夜賭氣跑去馬場。,1
因為只要能上馬，馳騁的感覺就會將陰霾一掃而空。,0
芳儀不知道的是，馬場裡的馬不是水花,1
牠們不會隨著她的意志行事,1
不管牠們多美，牠們都不是水花。,1
即便台灣的生活沒有缺點，不一樣就是不一樣。,1
導演用非常平淡、含蓄且收斂的方式描繪這家人對彼此的愛。,0
雖然爸爸看似不斷逃避，但其實他是全家唯一有「好好活著」的人。,1
在莉莉住院期間難得下廚卻被小女兒嫌棄，讓爸爸很受傷；,1
白目的芳儀在他氣頭上討腳踏車，餐桌氣氛盪到谷底,1
但回過頭爸爸還是買給她。,1
拗不過芳儀，原本要買書桌變成梳妝台,1
但他並非盲目寵女兒,1
當芳儀對媽媽說出「乾脆死一死」，爸爸也失手重打她。,1
他已經很努力討好每個人，盡力讓家維持原貌,0
彷彿潤滑油的爸爸必須頂住所有壓力，撐住整個家,0
而這一切就在他得知被隔離的小女兒並沒有確診SARS的瞬間宣洩出來。,1
莉莉在家長會上說「如果我女兒要成績好，才配擁有朋友，那她也不需要這些朋友。」,1
可惜當時的帥勁芳儀都不知道,1
她只知道「成績那麼差還買梳妝台」,1
在美國是模範生的芳儀自然會不服氣、覺得委屈。,1
另一方面，由於需要隔離，芳儀也沒能在演講比賽將想對媽媽說的話說出。,1
雖說《美國女孩》若是結束在哭哭啼啼的演講比賽就太過好萊塢，也太過灑狗血,0
但就像導演所說，整部電影就是她對莉莉的話,0
並不需要一篇冠冕堂皇的演講來呈現。,0
真要說的話，最後掏耳朵一幕芳儀對媽媽說「我不想要妳死掉」或許就給莉莉最大的求生意志，讓她決定要為了女兒「好好活著」。,1
其實，對芳儀來說，最可怕的不是離開美國，而是回台灣後的「逆文化衝擊」。,1
正如妹妹所說，「美國的生活也不是完美無缺」,1
芳儀自己就最討厭每次都得為了省錢拼命剪折價截角,1
但至少在美國一人一個房間，沒有髮禁,0
數學不是無字天書,0
老師不會打人,1
同學不會嘲諷她。,1
搞不好她在美國，除了Jessie之外也被霸凌、遭受種族歧視,1
面對嘴裡喊著「滾回妳的國家去」的同學,1
沒想到，當芳儀真的回到家鄉，卻被同學稱為「美國人」,1
她無所適從，怎麼做都錯。,0
芳儀不但得面對外在與媽媽的爭執，她的內心也正經歷暴風般的衝突。,1
家家有本難念的經,0
我們可能無法擁有移民美國的經驗,0
也或許幸運沒有家人罹患重症,0
但每個人的家肯定都有自己的課題等待修復。,0
無論是心理影響身體，或是身體影響心理,0
都必須用家人可以接受的方式溝通，才能解開打死的結，成為彼此最棒的支柱。,0
一部由Chris Evans主演的電影,0
被歸類為劇情片，劇情不贅述。,0
所謂的特殊教育，其實並不是只有針對學習遲緩或有心智障礙的學生,0
就某些天賦特別突出的資優生而言，亦為特殊教育涵蓋的範疇。,0
以本片的女孩而言，的確在某方面具有超乎同齡者的優異表現,0
但其家人即男主角希望她能與一般學生學習,0
另一邊的家人則主張應進入層次較高的學校接受教育,0
以便將來能貢獻所學，甚至解開數學難題造福世人。,0
至於片中法院對於孩童最佳利益的判斷，則是牽涉到更多元的考量,0
在此不討論，但個人認為對於這樣別具天資的孩童究竟有無折衷的方式,0
意即於適性發展與開發腦力中尋求各方都可以接受的最大公約數,0
可能是一個值得思考的面向。,0
請問為什麼陶比宇宙的報社老闆和荷蘭宇宙的報社老闆長一樣？,1
但是蜘蛛人卻不一樣？,1
荷蘭宇宙的號角日報老闆有陶比宇宙老闆的記憶嗎？,1
真的就小品,0
不用期待大格局圍繞動盪小家庭,0
和ABC大女兒芳儀的糟糕校園生活,0
30歲以上的台灣人會有親切感？,0
我跟芳儀的年齡、居住環境和校園生活幾乎重疊,0
不過...我家至今仍是電影裡的環境,0
公寓樓道那種髒髒的感覺一模一樣,0
連瓷碗花紋、櫃體和隔熱墊都相同,0
差別是沒留學過哈哈,0
只能說窮人的生活再過40年還是長那樣？,0
徐崢導演的喜劇短片作品不愧是我們捧出來的金馬影帝電影,0
我和我的父輩第三段故事覺得是這部戲裡面最好的作品,0
在講中國第一支廣告片的誕生,0
鄧小平時代的上海,0
1978年全中國每個人都在瘋狂賺錢,0
徐崢的兒子念小學在作文課寫我的爸爸,1
文中把他爸爸給捧上了天,0
老師請兒子在全班面前念出來,1
受到熱烈的掌聲,0
但隔壁鄰居小孩是班上同學,0
聽了不爽就站起來說他吹牛,1
說他爸是學校門口賣鴨蛋的,1
幫藥廠買一堆蔘茸酒賣不掉,1
搞的快關廠倒閉破產賣鴨蛋,1
全家都因為賣藥酒快破產離婚,1
老婆也天天在家罵老公沒出息,1
爸爸發下豪語說在一個月之內一定賣光廠裡所有滯銷的藥酒,1
但一定要父子倆齊心合力才行,1
不然爸媽離婚兒子也不會好過,1
父子就開始每天在公車上賣藥酒,1
父子倆一搭一唱每天演各種橋段,1
但車上沒人想跟江湖賣藝的買藥,1
結果突然在路上看到拍電視採訪,1
就問能不能在新聞裡放他的藥酒新聞,1
小助理說那是外國電視廣告廣告,1
就是節目中間穿插的微電影,1
把商品放在這些電影裡當作宣傳,1
中國還沒這種東西，沒人想去拍,1
徐崢就煽動小助理當導演拍廣告,1
拍成功就是中國第一個廣告導演,1
小助理一聽被捧上了天,1
發現這是他新人出頭當導演的好機會,1
但拍片不容易,1
可以花錢借得到機器底片卻不容易拿到,1
有錢也買不到,1
得要跟上級主管報備才拿得到底片,1
而且徐崢的藥廠因為信他賣酒發財結果搞到藥廠快倒閉,1
也不肯給錢,1
徐崢就回家叫兒子偷戶口名簿,1
跟魏導一樣瞞著老婆把房子抵押跟銀行借錢去拍廣告賣他的蔘茸酒,1
終於製片全都搞定，就在他家拍片,1
省錢找了一些鄰居當演員,1
說能當電影明星,1
還叫兒子把媽媽騙出門去看電影+看病免得又發飆干擾拍片,1
鄰居也跑來鬧場,1
最後終於排除萬難的把廣告給拍成了,1
但還要上級主管看過同意才能上電視,1
也就是就算拍完了也可能沒辦法播出,1
上級是大導演張藝謀演的電視台台長台長,1
聽說小助理最近好像都在拍廣告就政令宣導說要促進民間產業的生產,1
我們應該要鼓勵拍廣告刺激產業銷售,1
要小助理把拍完的廣告先拿給他看看,1
叫小助理別騙他,1
台長以前是大導演,1
後來藥酒廣告終於在電視上播出了,1
馬上廠裏的蔘茸酒在市面上被搶光,1
徐崢就被捧為春江水暖鴨先知,1
最先跳下水的鴨子才知道水暖才能最先吃到魚,1
徐崢說未來上海每個人打電話不用電話線,1
黃浦江上會有大橋,1
火車不用輪子也能跑,1
浦東會有一堆高樓大廈,1
他藥酒賣成之前說這些話大家都把他當成江湖郎中大騙子,1
現在中國第一支廣告拍成了,1
藥酒賣光光,1
後來一支支廣告輪番上陣，開始歷史回顧,1
回顧一支支中國從以前到現在有名的廣告,1
靠這些回顧廣告影片又能為短片賺到業配,1
後來生意做成了,1
爸媽沒離婚,1
兒子長大了變成一個偉大的建築師,1
在上海浦東蓋了全球第二高的大樓,1
徐崢夫婦和兒子在大樓上用望遠鏡看他們老家紅色的屋頂,1
《阿爾卑斯看台的外緣》是日本兵庫縣立東播磨高中戲劇社指導老師籔 博晶撰寫的劇本,0
於 2016 年首演,0
隔年在第63屆全國高等學校演劇大會獲得最優秀賞,0
電影版於 2020 年上映。,0
劇情描述戲劇社成員：安田與田宮、前棒球校隊成員藤野和成績優異的宮下在為學校棒球隊參加夏季甲子園第一輪比賽加油時,0
彼此之間對於賽事、學業、社團、友誼和愛情等觀念的交流。,0
雖然主角只有四個人，但對話字字珠璣,0
高潮迭起,0
每每發人深省,0
可見劇本作者對於正值青春期的高中生心理琢磨甚深。,0
電影版則在上述的基礎之外，增添觀眾席上吹奏部的演出和球場內部設施畫面,0
加上清脆的擊球聲，更能讓戲院觀眾身歷其境。,0
因為青春，所以無畏,0
很多的難關都只是欠缺向前挺進的衝勁。,0
與其無奈地妥協，為何不給自己多一點勇氣，試著挑戰極限？,0
戲劇效果非常好,0
在劇情的編排上面讓對品牌故事陌生的人也可以很快入戲,0
Lady Gaga一開始的義大利腔讓人有點不習慣,0
但是後面靠她瘋癲的形象讓我對這個角色很信服,1
有些對白加上演技都會讓人驚嘆她的瘋狂,0
Adam的角色性格到後面轉變的很大,1
從好好先生怕事的形象變成參與家族鬥爭工於心計,1
雖然可以理解但是劇情沒有做更多心境轉變的描述,1
而是靠後面的對白解釋感覺有點不足,0
但是演員的表現依舊精采,0
其他配角都是資深的演員,0
表演程度當然不在話下,0
值得一提配樂上面點到好處 ,0
配上場景讓人會心一笑,0
本身對時尚沒有特別研究但是裡面男女主角的衣服都很美,0
男主角的西裝看的很心動,0
故事內容類似本土劇的家族鬥爭,0
有許多相似的元素,0
背叛 外遇 金融犯罪,1
不過呈現的很有質感,0
如果喜歡這些演員然後對這種家族事業鬥爭有興趣 可以進電影院看看,0
順帶一提我很期待裡面的酒有沒有特別表達什麼鏡頭語言,0
男女主角到紐約與Aldo見面時Patrizia 拿的應該是whiskey on the rockMaurizio 喝,1
與Pat初次見面的MartiniAldo 舉著Bloody Mary,1
後來Patrizia在瑞士飯店也有飲用,1
個人對調酒很有興趣,0
希望有特別的鏡頭語言,0
不知道有沒有人對此有研究呢,0
今天放假跟老婆在家用D+看,0
基本上這部還不賴啦,0
畢竟沒有多花電影票錢,0
以免費看(其實不是)來說 娛樂性算OK,0
劇情上就漫威宇宙獨立作品(而且是第一部)的小世界觀光,0
要介紹主人物就會用掉不少篇幅,0
整體來說就是癡情男子漢的故事,0
雖然我一直覺得很難以投射梁朝偉的角色活了一千年 然後就剛好栽在這一世代的真愛上,1
劇中的梁朝偉毫無那種活了千年的感覺,0
百年以上這種稍微長壽或幾百年還可以,0
但活了千年的角色應該更妖更宏觀一點...,0
但他的癡情還是值得尊敬啦,1
而且兒子女兒到了阿姨那直接接受「騙你爸爸的是妖魔的聲音」這種說法,1
然後老爸不信,1
雖然電影不可能這樣演,0
但我當下真的會覺得「喔啊你們就這樣聽這族人說這就是真的 啊搞不好老爸聽到的才是真的啊!」,1
至於我本人是那種不喜歡特務痛痛動作片的觀眾,0
每次看動作片都會替雜魚感到難過,0
尤其漫威宇宙殺小兵是該殺就殺的,0
 (算了 DC上了大小螢幕也是大開殺戒),0
但這部片基本上反派小兵傷亡算是很小的了,0
大羅人棍棒系武器感覺就不會死人,0
後面直接跳正合作也是奇蹟,1
(羅馬尼亞刀男:阿彌陀佛祖上保佑啊,0
我好怕啊!,0
我快嚇死了),0
但一開始爸爸只是要測試兒子跟迎接兒子回來,1
派去測試的那些跟尚氣在大樓外打鬥的雜魚真得可憐,1
晚點出場就不會死了,1
雖然他們都一副超級忍者功夫好手樣,0
大樓掉下去可能繩鉤拉住就沒事啦,1
而決戰的怪獸打架好像也是漫威電影宇宙少見,0
然後那隻神龍一副送頭樣,1
還好沒真的送掉,1
假滿大人再出現的安排也的確算是可愛趣味的承先啟後,1
我想,0
應該會有人覺得他太碎嘴很吵,0
但沒他就沒人翻譯那隻烤雞(?)的話了啊!!,1
直到最後還是無法些受那隻烤雞很可愛這件事...,1
沒有頭就是怎看怎麼噁,0
我知道那是中國仙俠(山海經?)設定,0
尚就是這樣啦..,0
的確這部也算是不突兀地引進了中式仙怪,0
替漫威宇宙多了一點不同的風格,0
然後最終那個大招...我是覺得小可惜,1
本來正想著小圈圈要怎麼做到大特效,1
最後的十環爆體的確不賴,1
但尚氣本人在空中舞動半天 結果只是哼哈一聲,1
你那個角度 那個高度 那個運鏡擺明是想騎士踢吧!!!!!,1
最後看完之後我說真的,0
劉思慕算是越看越順眼,0
也不會像某主席,0
但那個長像真的就是有點...老芋仔感,0
自己曾經有過不少中國同事,0
其中一個來自河南,0
是個不太討喜的中國大叔,0
就是那種長相(寬臉 小眼 大鼻)有點像陳建斌的感覺,0
因為這個刻板印象所以對劉思慕的長相無法有好感,0
這點真的是很個人因素,0
私心覺得 如果主角換成林路迪 直接神做 ,0
我雖然臭異男 但林路迪我可以,0
而且他也演過真人快打跟黑鏡跟新金剛戰士,0
代表他的長相在歐美市場是可以被認為是好看的亞洲面孔啊...,0
除了年紀上有一點點問題,0
主角群的年紀應該都要更Young一點,0
但不論哪一個看起來都太超齡了,0
(更別說劉的長相我覺得以他的年紀算老成的),0
或許在老外眼中亞洲人的外貌真的都普遍低估...,0
至於這部的其他角色我都覺得OK,0
女主角奧卡菲娜一開始只看宣傳圖 我也是吐的那個,0
會覺得『認真? 女主角? 又來這種老美最愛花木蘭?』,0
但在這部是擔綱女丑的形象,0
我覺得滿不賴,0
有不少片都是找正妹然後演女丑 就顯得很尬,0
至於妹妹就...恭喜啦,0
中國娃娃　發財啦,0
中國娃娃開市啦,0
祝大家新年恭喜恭喜發財,0
梁朝偉真的確認過眼神XDDD,0
整體來說在家中串流平台上看 算是不虧的作品,0
而且漫威宇宙真的...很難脫離了,0
看啦 哪次不看,0
(但汪達跟洛基我真的都看到棄追,0
小螢幕作品的各種缺點都太強烈...),0
故事大綱大家都很熟了,0
不外就兩個本來親如兄弟但漸行漸遠的中世紀法國武士、陷入了一場「強暴」兄弟夫人的名譽糾紛,1
兩人與受暴的夫人各自伸張自己所求的故事。,0
特色是一個故事分三個視角做不同表述,0
我本以為是同樣場景與戲份靠三種不同細微表現做出差異,0
看了才發現竟然三段故事彼此之間重複很少互補很多？,0
這樣拍來幾乎可當作是一個故事三種剪接了,0
一般電影可能照順序平鋪直敘輪流呈現三種視角,0
但此片則把三種視角分成三群成為三部短片,0
如此重組呈現仍是個完整故事缺一不可！,0
也許本片的核心手法就是這「三段」敘事結構了,0
這樣的好處是什麼呢？,0
對我來說有很多聯想,0
(1) 以人來分，三段像是同一時代三種不同的角色,0
Jean是拼命努力奉獻上帝一生的小貴族,1
Jacques 是掌握知識能夠階級流動的小教士,1
Maguerite 則是一切務實的小領主夫人,1
(2) 以 14 世紀末權力來分,0
Jean頭上的是絕對信仰的「神權」,1
Jacques 攀附的是可世俗看待信仰的「王權」,1
Maguerite 嚮往的則是能讓個人自食其力得到自由解放的「市民權」？,1
(3) 以時代精神來分，Jean像是典型的「早期中世紀」封建莊園模範,1
Jacques 像是典型的「盛期中世紀」宮廷社會模範,1
而 Maguerite更像是未來的「文藝復興」人文主義理想？,1
更棒的，是同一部片可欣賞三種不同片型風情,0
第一章 Jean 的故事是部「中古莊園片」,0
充滿英勇的衝鋒,0
殘酷的戰鬥,0
慷慨的陳詞,0
喧鬧的酒館,0
遊唱的詩人,0
川流的市場,0
百工的農莊,0
晦澀的城堡,0
我們主角 Jean 就是個自小信仰上帝效忠國王努力奉獻榮耀家族的老實頭,1
第二章 Jacques的故事是部「古裝宮廷片」,0
充滿氣派的宮廷、奢華的派對、美酒與佳餚、華服與詩歌、文藝與調情、世故的弄權,0
我們主角 Jacques人生開始是送去修道院當小修士,1
學得神學與知識反而能超脫神權而攀附王權,1
而且在這越來越繁榮世故的盛期中世紀、有效治理就需這種人才呀！,0
但，片長加倍的第三章，Maguerite 的故事可就是部「女性電影」了,0
場景可能還是中世紀、但成長主題與歷程都非常現代,0
儼然告訴我們「女性處境」即使已大幅改善,0
到了今天都仍有三分中世紀影子！,0
這裡的場景有一大半是第一章的「中古莊園」,0
但即使莊園在第一章中晦澀陰暗令 Jean 感嘆天道不彰,1
在第三章 Maguerite眼下都可以捲起袖管量入為出做出樂觀的希望,1
一小半則是第二章的「古裝宮廷」,0
但即使宮廷在第二章中歌舞昇平風流文藝,0
在第三章 Maguerite眼下恐有一大半是弱勢女性,1
不得不強打笑容的逢場作戲...,1
兩者雖然都很糟，但顯然她仍更認同前者。,1
第一章，Jean覺得自己雖然目不識丁但很有肩膀,1
不但身先士卒衝鋒陷陣,1
奉獻上帝效忠國王,1
更搶救兄弟 Jacques的性命珍惜這患難情誼,1
怎奈接下來 Jacques這小子很會攀緣,0
上爬變成伯爵跟前的紅人,1
沒啥戰功卻一路扶搖直上卻把出生入死的我踩在腳下？,1
殊不知到了第二章 Jacques眼中，都是他直腸子沈不住氣率先腦衝,1
這場「利莫日戰役」法軍才會輸掉啦,1
本來你爸都放你一個人送死了還不是我 got your back？,1
大哥你沒讀過書很死腦筋、但我還是珍惜與你的友情,1
在伯爵面前該求的情也求過了,1
無情收別人租時收你的就網開一面...,1
兄弟擔待你這麼多還苦苦相逼？,1
看完頭兩章對比時，我對此片已有極高的期待,0
難道被讚譽「寫實」的老雷拍此片,0
可以拍出「同一個客觀事實」由於不同立場不同眼光導致不同的主觀解讀嗎？,0
光看前兩章畫面，好像所有事件都很精準地從沒有「出入」,0
而只有不同「視角」經歷了不同事件或同事件的不同細節,0
在此兩個男人都是一種模範男子,0
一個屬於早期中世紀封建社會簡單效忠奉獻出人出力,0
另一個屬於富裕起來的盛期中世紀,0
掌握知識懂人情世故與組織管理,0
在這時代還是 Jacques才跟得上潮流可以有效治理呀！,1
小班演的伯爵就需要能合作的有效治理，其他都次要。,1
但可惜，伯爵與觀眾也許本來都會以為 Jean 是沒讀書的直腸子才會這麼死腦筋,1
但沒想到有讀書的 Jacques也有屬於他的死腦筋,1
前者是早就被淘汰掉的早期中世紀模範生,0
後者則是在這 1385 當口也準備要被淘汰掉的盛期中世紀模範生！,0
Jean很重視上帝與財產,1
妻子就是財產既被侵犯就必須討公道,1
真相不用擔心上帝自會假我之手證明；,1
Jacques 則很重視美男的風流外表與榮譽,1
說實話他也只認識些伯爵後宮的高級妓女,1
就以為「上流女人都這樣」調情打鬧說不要其實都是要,1
反而真實的女人在想什麼他才沒在管,1
不但催眠自己兩情相悅更為面子,1
干犯上帝打死不認罪！,1
誰知到了第三章，連當代觀眾會最同情的女主角 Maguerite都有其執著！,0
本片呈現的女主角眼界與時代精神顯然超出兩位男主角,0
Jean 死忠信仰認定上帝就是真相咱不用多問,1
Jacques 學了宮廷眉角則認為真相可以建構打死不承認就好,1
倒是只有 Marguerite 儘管知道「我們女人」就是世世代代被強暴摸摸鼻子活下最重要,1
但犯著千夫所指也要執著「真相」,1
就算身敗名裂在所不惜！,1
說到底啦，三個人時代精神也許有前衛與落後之別,0
但三個人對所掌握的時代精神都很死腦筋,0
明明旁人包括伯爵神父與婆婆都提出很多搓湯圓解法了,1
三人的堅持仍賭上三條命後悔來不及！,1
我比較算是搓湯圓派的 XD,0
能夠把事情壓下來大家各過各的日子最重要,0
本片三人中只有女主角 Marguerite 一人最後終於有此認知,1
若早知追求「真相」的風險是死,1
還不如委屈一點追求親情與人生,1
那才是真正值得守護的「真實」呀。,1
片末決鬥的結局是史實,0
也許也是冥冥天註定,0
代表上世代與這世代模範生的 Jean & Jacques 終究先後都死了,1
倒是更接近下個世代文藝復興「人文主義」的 Marguerite 活下來育兒不婚,1
「過著幸福快樂的日子」XD,1
的確她世界觀更合下個世代,0
人不是生育工具、但可工作求自由,
名譽與稱號都只是虛無,0
掌握真相務實經營才是硬道理。,0
要說此片是部「女權電影」甚至「仇男電影」？,0
我想仇男當然不至於、甚至女權也只是個小面向,0
我還是比較傾向當它是部「歷史片」,0
只是專注描繪歷史中的人們身影,0
你生在哪個時代沐浴哪個傳統、往往很容易就被養育成了那個樣子,0
那個樣子有你的價值觀與你的理想,0
但也有你看不見的盲點同時發生中,0
同一個簡單事實被不同育成下的不同眼光看起來、相同現象下的價值與意義竟南轅北轍！,0
也許未必有誰是好人誰是壞人,0
畢竟大家都只是時代小棋子,0
但彼此生活領域不同、甚至距離遙遠多年難見上一面,0
那誤會心結缺乏溝通與看見、就經年累月積鬱爆發再難善了。,0
只是雷導被人誇獎的「寫實」那部分，倒是我覺得美中不足之處了,0
此片前兩章雖然乍看可能是寫實,0
但看完第三章我們才知前兩章都只是男主角們的「浪漫」甚至「自戀」XD  ,0
Jean自以為誠樸木訥保護妻子的有肩膀男人身段,1
其實是充滿佔有慾把妻子當財產甚至競爭工具？,1
Jacques 自以為只是像宮廷打鬧的性遊戲般以為對方「不要就是要」,1
其實對方的拒絕聲嘶力竭超級明顯卻都被他美化記憶？,1
一二章兩男故事的具體畫面都尚可互補沒有衝突,0
但兩章都有關鍵細節在第三章重現時揭曉「真相」了...,0
難道此片不是「一個真相不同認知」而根本就是「不同表述」的羅生門？,0
本片看來不是一二章描繪男子「自戀浪漫」唯有第三章寫實、就是一二章寫實唯有第三章描繪女子「受害浪漫」了,1
總之不可能兩邊都是寫實的。,0
這不禁令我想問：為什麼雷導要做出這種區別呢？,0
難道光憑一二章的那些畫面、不足以說服觀眾「男子的浪漫可能就是女人的災難」嗎？,0
一定要做出區別才能讓人覺得一個好像還算 OK 另一個才令人髮指嗎？,0
當然這樣做出對比是很戲劇化,0
但最後變成三個人講三個故事各說各話了,0
我個人覺得這樣多少讓犯錯的男角被妖魔化,0
彷彿因他是壞男這罪才糟糕,0
但我個人認為更該提醒的是,0
就算你們是紳士是好男、這些行為仍造成壓迫。,0
最後身為男性觀眾，我還有一點比較私人的聯想,0
第一章像是我的中學男生班時期,0
只知努力讀書向上為家為校爭光,0
覺得有努力就有收穫就會得到應得的,0
可以提供溫飽就能交到女友；,0
第二章像是我男多女少的大學時期,0
開始見點世面養點品味識點人情世故眉眉角角了,0
開始很在意自己表現與人脈,0
覺得這樣就能得到應得的而且女生會喜歡；,0
而不只是我努力充實自己想追到的一顆顆芳心而已 XD,0
以這角度看也許還算是部「成長電影」呢？,0
套句隔壁棚的「放下成見」，推薦欣賞。,0
九把刀或許不是最好的導演,0
但要說到中二，這人肯定榜上有名。,0
《月老》與《打噴嚏》類似，都是在愛情中帶點玄幻元素的喜劇類作品,0
這部作品我沒看過原作,0
但又覺得死後的世界觀架構十分有趣,0
念珠的設定也頗有意思,0
害我想起過去十分喜愛的都市恐怖病系列，不知道完結了沒,0
還有殺手系列,0
在這些作品中，九把刀都展現了很有趣的世界觀,0
要說到架空世界，九把刀的世界觀確實都挺有趣的。,0
說回電影，《月老》整體給人的感覺有些不上不下,0
人鬼戀題材不新奇,0
但眾多月老將牽姻緣這檔事這當成比賽也是蠻有趣的,1
當中有很多九把刀式的笑點,0
放在柯震東身上也是毫無違和感,0
每次這兩人合作，總讓人感覺柯景騰又回來了。,0
而王淨則是陪跑全場,1
與《瀑布》的內斂堅強不同，王淨展現了自己也可以瘋癲搞怪,0
喜怒哀樂全寫在臉上,0
敢愛敢恨的性格也讓人感到討喜。,0
今年《月老》拿下金馬的最佳視覺效果,0
撇除劇情，九把刀從以前就很喜歡在自己的作品中做出許多嘗試,0
加上他的作品多半都有點奇幻風格，也讓他在作品的特效表現上放了更多心力。,0
